0,1,2,3,4,5
0,3.19651145091727,4.976905392849,6.11876743052145,6.94297415587075,7.62240132330242
0,3.75145760043794,5.52553426628317,6.63858491554376,7.42061741626717,8.0090332434567
0,2.11989142849061,4.01625107693661,5.64949412687339,7.01178701271353,8.11617635114616
0,1.71909779244686,3.00073522743656,3.96048586553796,4.70948677823921,5.32595783252832
0,0.638305523295124,1.22190948567963,1.74831659786204,2.21895487068349,2.63723878731791
0,2.06645841992036,3.48896423130526,4.46741850169937,5.16751678052679,5.69411186378963
0,2.95490950725024,5.01036961540508,6.52293974688341,7.68559979451343,8.60926382963575
0,1.19645931356412,2.1178840101909,2.82102584223621,3.36706373875425,3.80539659918653
0,0.629065749557061,1.20517774140276,1.72956695225611,2.20382987968015,2.63015702897009
0,1.67561467990229,3.13981176354823,4.37189997828416,5.38929410274803,6.22489996519883
0,2.51082467394087,4.78862719337264,6.7733795133342,8.44291271528206,9.79631778958779
0,1.55258028726195,2.90326309159715,4.05634607529879,5.02747454257379,5.84096094668166
0,1.8685336159422,3.31086327168822,4.4094930012051,5.26462960700516,5.94609870208817
0,1.81336982850397,3.28892272848269,4.42988918931112,5.32553553380641,6.07295155793013
0,2.24915017598082,3.55040863086655,4.4660956405954,5.17420996585574,5.77111739145522
0,1.35077499224178,2.44457730703549,3.3226463475973,4.0344690411797,4.62892029728397
0,2.34466106897641,4.48387242803072,6.34858039364633,7.94717920560209,9.30706912832558
0,0.938376593970539,1.76043454345145,2.47177475596506,3.08400535157317,3.6114675742686
0,0.794518131132949,1.50462668592478,2.12906755756653,2.67333283516809,3.14579612627603
0,3.80999745028144,6.80845747953957,9.08241237685478,10.7957563194491,12.1100359578851
0,0.945113833032228,1.80349264029224,2.57903258111885,3.27513577080614,3.89578642094637
0,1.27559885761156,2.40081318451261,3.37048856092255,4.19108095936643,4.88017947918269
0,1.56331141477648,2.73750067188785,3.62412764605942,4.31013002638561,4.85329629943515
0,0.866767919703446,1.65471214887808,2.36329774772951,2.9950222504604,3.55421190180118
0,2.77372045412072,4.23551759940779,5.22010375120284,5.95669778212551,6.55710089481568
0,1.44139565478856,2.53057894880997,3.3721353172238,4.03627131304056,4.57349808976096
0,2.04103518753528,3.4801422040708,4.5345723217491,5.34888159204655,6.01605684887364
0,2.6320643101035,5.13907176703592,7.41507764921667,9.3322130970557,10.817901538306
0,1.94108816467062,3.56618055648941,4.87836951448658,5.92120426063555,6.74995848865672
0,1.80370180520086,3.22147564241265,4.32054927716298,5.1930006573109,5.91200771327789
0,3.58989571328193,6.47053461869311,8.66317915815756,10.3064456774436,11.5577619391585
0,3.51849944243068,5.97388715515201,7.83115144045929,9.30707745305435,10.5182446114526
0,0.722258630338404,1.35360390415845,1.90164938318119,2.3756356672594,2.78649429294949
0,2.10118252118498,3.90103356028403,5.42728785731404,6.71339014130876,7.79153846442504
0,3.00790915723505,5.15300531997809,6.67990124345406,7.80759246746445,8.68793093490721
0,1.84879672942205,3.14600812852855,4.0448922232157,4.72279594847274,5.2643018441943
0,2.15348913387183,3.80500478289317,5.03192617623906,5.93575174355191,6.62241808346059
0,1.30212983520075,2.35147450133691,3.19638991979741,3.88245671186709,4.44987098630559
0,3.72725231018914,5.41447676055492,6.52924005614949,7.35061934003803,8.01092400418063
0,1.31980098635064,2.31988130115963,3.06108449348649,3.61603967480118,4.05310917233339
0,2.97734080492962,5.35389930557933,7.20092745840692,8.63177259356255,9.7530021802759
0,2.2828987684972,4.12891721820715,5.5701480469694,6.68773530965164,7.56149590968001
0,1.40885122090511,2.49338442489792,3.30675001491395,3.91701687349814,4.38942393891929
0,2.26025318241987,3.93181816353947,5.17731395921307,6.13625927300206,6.91027207973432
0,0.969005038807636,1.78165868740091,2.46477238578435,3.04183418844022,3.53493760157298
0,2.37884953361631,4.20542949827009,5.5430139279713,6.5370018874017,7.30750371909852
0,1.31171714849183,2.37071056525285,3.21853448906465,3.89973959689021,4.45751997287058
0,0.637999970239068,1.2094751827279,1.71883805777782,2.17029668551282,2.56785359832757
0,1.44463687398196,2.63190518384879,3.60409095729327,4.40200213385322,5.06523911743199
0,2.87605522080442,4.61460803186892,5.69093560472162,6.41939837656365,6.95628059068332
0,1.79859758130151,3.1471389478511,4.14028400438767,4.88767068467689,5.46442454287759
0,0.818041571073396,1.53257058347389,2.14628580098356,2.66938546549003,3.11483921660511
0,1.99103474243071,3.27056666306872,4.17727064501145,4.85826256296386,5.39776663299207
0,1.21125262735688,2.2125274091024,3.04434183063153,3.73915167961096,4.32648452512416
0,1.6090601251258,3.04365066040271,4.2970929202677,5.37704777203308,6.29766560518044
0,0.832604619002343,1.57496071258108,2.23141465336178,2.80758428091041,3.31107153185947
0,1.52365123900836,2.77030911279747,3.75896200134815,4.53556499846426,5.15202503466046
0,2.37634989034294,4.04941546968505,5.20488230741267,6.00844308496285,6.63066867571048
0,1.13617149686672,2.0481695296733,2.77624075367288,3.36188852282543,3.83930997108033
0,0.894474583216882,1.62990366028885,2.23594254563104,2.74163159148117,3.17317204972738
0,2.42486052139677,4.45718038521936,6.12337184390165,7.48315854881083,8.59688794126092
0,1.73035780922891,3.05174568480999,4.07755281538487,4.88891488823686,5.5476638513542
